Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
1975,NBA,Buffalo Braves*,46,36,0.561,3,0.85,108.2,2.7,99,0.7,98.2,,Lost E. Conf. Semis,J. Ramsay (46,B. McAdoo (12.3)
1974,NBA,Buffalo Braves*,49,33,0.598,2,2.16,107.7,3.2,99.8,2.1,97.8,0.1,Lost E. Conf. Semis,J. Ramsay (49,B. McAdoo (17.8)
1973,NBA,Buffalo Braves*,42,40,0.512,3,,111.6,3.8,99.3,1.6,99.4,1.7,Lost E. Conf. Semis,J. Ramsay (42,B. McAdoo (15.3)
1972,NBA,Buffalo Braves,21,61,0.256,3,,110.9,0.2,92.9,,101.2,4.4,,J. Ramsay (21,B. Kauffman (7.9)
1971,NBA,Buffalo Braves,22,60,0.268,4,,108.3,,93.6,,102.1,4.2,,D. Schayes (0,B. Kauffman (8.0)
1970,NBA,Buffalo Braves,22,60,0.268,4,,111.9,,93.7,,99.6,2.4,,D. Schayes (22,B. Kauffman (7.9)
2017,NBA,Phoenix Suns,14,23,0.378,3,,100.4,3.3,105,,111.3,3.5,,E. Watson (0,A. Len (2.3)
2016,NBA,Phoenix Suns,24,58,0.293,5,,100.3,3.9,106.6,,112.2,3.4,,E. Watson (24,E. Bledsoe (5.3)
2015,NBA,Phoenix Suns,23,59,0.28,4,,98.5,2.7,102.2,,109,2.6,,J. Hornacek (14,M. Teletovic (3.8)
2014,NBA,Phoenix Suns,39,43,0.476,3,,96.3,2.4,105.3,,106.2,0.6,,J. Hornacek (39,E. Bledsoe (7.0)
2013,NBA,Phoenix Suns,48,34,0.585,3,3.02,95.8,1.9,109.5,2.8,106.7,0,,J. Hornacek (48,G. Dragic (10.3)
2012,NBA,Phoenix Suns,25,57,0.305,5,,93.4,1.4,101.2,,108.1,2.2,,A. Gentry (13,G. Dragic (5.7)
2011,NBA,Phoenix Suns,33,33,0.5,3,0.29,92.6,1.3,106.2,1.6,106.5,1.9,,A. Gentry (33,M. Gortat (7.6)
2010,NBA,Phoenix Suns,40,42,0.488,2,,94.4,2.3,109.5,2.2,110.4,3.1,,A. Gentry (40,S. Nash (7.9)
2009,NBA,Phoenix Suns*,54,28,0.659,2,4.67,95.3,2.6,115.3,7.7,110.2,2.6,Lost W. Conf. Finals,A. Gentry (54,A. Stoudemire (10.7)
2008,NBA,Phoenix Suns,46,36,0.561,2,1.62,96,4.3,113.6,5.3,111.6,3.3,,T. Porter (28,S. O'Neal (7.8)
2007,NBA,Phoenix Suns*,55,27,0.671,2,5.14,96.7,4.3,113.3,5.8,108.1,0.6,Lost W. Conf. 1st Rnd.,M. D'Antoni (55,A. Stoudemire (14.6)
2006,NBA,Phoenix Suns*,61,21,0.744,1,7.28,95.6,3.7,113.9,7.4,106.4,,Lost W. Conf. Semis,M. D'Antoni (61,S. Nash (12.6)
2005,NBA,Phoenix Suns*,54,28,0.659,1,5.48,95.8,5.3,111.5,5.3,105.8,,Lost W. Conf. Finals,M. D'Antoni (54,S. Marion (14.6)
2004,NBA,Phoenix Suns*,62,20,0.756,1,7.08,95.9,5,114.5,8.4,107.1,1,Lost W. Conf. Finals,M. D'Antoni (62,A. Stoudemire (14.6)
2003,NBA,Phoenix Suns,29,53,0.354,6,,92.6,2.5,101.4,,105.5,2.6,,F. Johnson (8,S. Marion (9.1)
2002,NBA,Phoenix Suns*,44,38,0.537,4,1.57,91.5,0.5,103.7,0.1,102.5,,Lost W. Conf. 1st Rnd.,F. Johnson (44,S. Marion (13.0)
2001,NBA,Phoenix Suns,36,46,0.439,6,,91.4,0.7,103.3,,104,,,S. Skiles (25,S. Marion (9.8)
2000,NBA,Phoenix Suns*,51,31,0.622,3,2.63,93.1,1.8,100.3,,98,,Lost W. Conf. 1st Rnd.,S. Skiles (51,S. Marion (11.7)
1999,NBA,Phoenix Suns*,53,29,0.646,3,5.24,94,0.9,104.6,0.5,99,,Lost W. Conf. Semis,D. Ainge (13,C. Robinson (9.6)
1998,NBA,Phoenix Suns*,27,23,0.54,3,2.15,90,1.1,105.8,3.6,103.3,1.1,Lost W. Conf. 1st Rnd.,D. Ainge (27,J. Kidd (8.1)
1997,NBA,Phoenix Suns*,56,26,0.683,3,4.44,91.4,1.1,107.4,2.4,101.8,,Lost W. Conf. 1st Rnd.,D. Ainge (56,A. McDyess (9.4)
1996,NBA,Phoenix Suns*,40,42,0.488,4,0.21,93.2,3.1,109.3,2.6,108.6,1.9,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (0,K. Johnson (11.7)
1995,NBA,Phoenix Suns*,41,41,0.5,4,0.28,93.2,1.4,110.3,2.7,110,2.4,Lost W. Conf. 1st Rnd.,P. Westphal (14,C. Barkley (10.5)
1994,NBA,Phoenix Suns*,59,23,0.72,1,3.86,95.9,3,114.5,6.2,110.4,2.1,Lost W. Conf. Semis,P. Westphal (59,C. Barkley (10.6)
1993,NBA,Phoenix Suns*,56,26,0.683,2,4.68,96.7,1.6,111.7,5.4,106.8,0.5,Lost W. Conf. Semis,P. Westphal (56,A. Green (9.3)
1992,NBA,Phoenix Suns*,62,20,0.756,1,6.27,99.8,3,113.3,5.3,106.7,,Lost Finals,P. Westphal (62,C. Barkley (14.4)
1991,NBA,Phoenix Suns*,53,29,0.646,3,5.68,99.4,2.8,112.1,3.9,106.2,,Lost W. Conf. Semis,C. Fitzsimmons (53,J. Hornacek (11.6)
1990,NBA,Phoenix Suns*,55,27,0.671,3,6.49,101,3.2,112.6,4.7,106.1,,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (55,K. Johnson (12.7)
1989,NBA,Phoenix Suns*,54,28,0.659,3,7.09,100.7,2.4,113.1,5,106.2,,Lost W. Conf. Finals,C. Fitzsimmons (54,K. Johnson (11.6)
1988,NBA,Phoenix Suns*,55,27,0.671,2,6.84,104.5,3.9,113.1,5.3,105.7,,Lost W. Conf. Finals,C. Fitzsimmons (55,K. Johnson (12.2)
1987,NBA,Phoenix Suns,28,54,0.341,4,,101.2,1.6,107,,111.4,3.4,,J. Wetzel (28,J. Hornacek (5.0)
1986,NBA,Phoenix Suns,36,46,0.439,5,,102,1.2,108,,110.3,2,,J. MacLeod (22,L. Nance (10.2)
1985,NBA,Phoenix Suns,32,50,0.39,3,,104.8,2.7,104.3,,107.2,0,,J. MacLeod (32,L. Nance (8.4)
1984,NBA,Phoenix Suns*,36,46,0.439,3,,102.5,0.4,104.7,,106.8,,Lost W. Conf. 1st Rnd.,J. MacLeod (36,L. Nance (7.9)
1983,NBA,Phoenix Suns*,41,41,0.5,4,0.65,101.4,0,108.9,1.3,108,0.4,Lost W. Conf. Finals,J. MacLeod (41,L. Nance (9.8)
1982,NBA,Phoenix Suns*,53,29,0.646,2,4.61,101.6,,105.1,0.4,100.1,,Lost W. Conf. 1st Rnd.,J. MacLeod (53,L. Nance (10.5)
1981,NBA,Phoenix Suns*,46,36,0.561,3,3.05,99.5,,105.8,,102.4,,Lost W. Conf. Semis,J. MacLeod (46,K. Macy (9.2)
1980,NBA,Phoenix Suns*,57,25,0.695,1,4.83,104.7,2.9,104.6,,99.4,,Lost W. Conf. Semis,J. MacLeod (57,D. Johnson (8.4)
1979,NBA,Phoenix Suns*,55,27,0.671,3,3.25,104.8,1.7,105.6,0.3,102.2,,Lost W. Conf. Semis,J. MacLeod (55,P. Westphal (10.5)
1978,NBA,Phoenix Suns*,50,32,0.61,2,3.55,108.5,2.7,105.7,1.9,102.4,,Lost W. Conf. Finals,J. MacLeod (50,P. Westphal (10.4)
1977,NBA,Phoenix Suns*,49,33,0.598,2,3.5,111.4,4.7,100.3,,97,,Lost W. Conf. 1st Rnd.,J. MacLeod (49,W. Davis (10.1)
1976,NBA,Phoenix Suns,34,48,0.415,5,0.64,106.6,0.1,98.1,,97.5,,,J. MacLeod (34,P. Westphal (9.6)
1975,NBA,Phoenix Suns*,42,40,0.512,3,0.59,105.6,0.1,98.5,0.2,97.9,,Lost Finals,J. MacLeod (42,P. Westphal (9.6)
1974,NBA,Phoenix Suns,32,50,0.39,4,,104.3,,96.4,,98.6,0.9,,J. MacLeod (32,C. Perry (7.6)
1973,NBA,Phoenix Suns,30,52,0.366,4,,109.6,1.8,98.1,0.4,101.3,3.6,,J. MacLeod (30,D. Van Arsdale (7.0)
1972,NBA,Phoenix Suns,38,44,0.463,3,,113,2.3,98.4,1.6,99.5,2.7,,B. Van Breda Kolff (3,D. Van Arsdale (8.7)
1971,NBA,Phoenix Suns,49,33,0.598,3,5.57,113.7,1.7,101.3,3.4,96.5,,,C. Fitzsimmons (49,P. Silas (11.0)
1970,NBA,Phoenix Suns,48,34,0.585,3,2.33,115.3,0.2,98.2,1,96.6,,,C. Fitzsimmons (48,D. Van Arsdale (10.2)
1969,NBA,Phoenix Suns*,39,43,0.476,4,,116.7,,101.6,2.6,103.1,4.1,Lost W. Div. Semis,R. Kerr (15,C. Hawkins (10.2)
1968,NBA,Phoenix Suns,16,66,0.195,7,,118.4,1.5,93.8,,101.1,5.6,,R. Kerr (16,D. Van Arsdale (5.6)
2017,NBA,Sacramento Kings,12,23,0.343,4,,94.2,,102.7,,111.7,3.9,,D. Joerger (12,Z. Randolph (1.7)
2016,NBA,Sacramento Kings,32,50,0.39,3,,94.9,,107.3,,111.3,2.5,,D. Joerger (32,D. Cousins (6.0)
2015,NBA,Sacramento Kings,33,49,0.402,3,,100,4.2,106,,108.4,2,,G. Karl (33,D. Cousins (5.7)
2014,NBA,Sacramento Kings,29,53,0.354,4,,95.4,1.5,105.3,,109.2,3.6,,M. Malone (11,R. Gay (6.1)
2013,NBA,Sacramento Kings,28,54,0.341,4,,94.4,0.5,105.7,,108.8,2.1,,M. Malone (28,D. Cousins (7.9)
2012,NBA,Sacramento Kings,28,54,0.341,4,,93.6,1.6,106.2,0.3,111.4,5.5,,K. Smart (28,I. Thomas (5.0)
2011,NBA,Sacramento Kings,22,44,0.333,5,,94.7,3.4,103.8,,109.8,5.2,,P. Westphal (2,I. Thomas (4.3)
2010,NBA,Sacramento Kings,24,58,0.293,5,,95.2,3.1,103.5,,109,1.7,,P. Westphal (24,B. Udrih (7.2)
2009,NBA,Sacramento Kings,25,57,0.305,5,,94,1.3,105.3,,109.9,2.3,,P. Westphal (25,B. Udrih (5.5)
2008,NBA,Sacramento Kings,17,65,0.207,5,,94.2,2.5,105.5,,114.7,6.4,,R. Theus (6,K. Martin (4.7)
2007,NBA,Sacramento Kings,38,44,0.463,4,,94.7,2.3,107.5,0,109.9,2.4,,R. Theus (38,K. Martin (8.4)
2006,NBA,Sacramento Kings,33,49,0.402,5,,94.8,2.9,106.2,,108,1.5,,E. Musselman (33,K. Martin (10.2)
2005,NBA,Sacramento Kings*,44,38,0.537,4,1.61,91.9,1.4,106.7,0.5,105,,Lost W. Conf. 1st Rnd.,R. Adelman (44,B. Miller (9.1)
2004,NBA,Sacramento Kings*,50,32,0.61,2,2.56,93,2.1,110.5,4.4,108.2,2.1,Lost W. Conf. 1st Rnd.,R. Adelman (50,B. Miller (8.6)
2003,NBA,Sacramento Kings*,55,27,0.671,2,5.41,92.8,2.7,110.3,7.4,104.9,2,Lost W. Conf. Semis,R. Adelman (55,P. Stojakovic (13.5)
2002,NBA,Sacramento Kings*,59,23,0.72,1,6.68,95.4,4.4,105.9,2.3,99.1,,Lost W. Conf. Semis,R. Adelman (59,P. Stojakovic (10.1)
2001,NBA,Sacramento Kings*,61,21,0.744,1,7.61,95.6,4.9,109,4.5,101.1,,Lost W. Conf. Finals,R. Adelman (61,P. Stojakovic (9.9)
2000,NBA,Sacramento Kings*,55,27,0.671,2,6.07,94.4,3.1,105.6,2.6,99.6,,Lost W. Conf. Semis,R. Adelman (55,C. Webber (11.0)
1999,NBA,Sacramento Kings*,44,38,0.537,5,3.04,99.3,6.2,105,0.9,102.1,,Lost W. Conf. 1st Rnd.,R. Adelman (44,C. Webber (10.7)
1998,NBA,Sacramento Kings*,27,23,0.54,4,,96,7.1,102.7,0.5,103.1,0.9,Lost W. Conf. 1st Rnd.,R. Adelman (27,V. Divac (5.2)
1997,NBA,Sacramento Kings,27,55,0.329,5,,92.1,1.8,100.8,,106.9,1.9,,E. Jordan (27,M. Richmond (7.9)
1996,NBA,Sacramento Kings,34,48,0.415,6,,91,0.9,105,,108.7,2,,G. St. Jean (28,M. Richmond (10.8)
1995,NBA,Sacramento Kings*,39,43,0.476,5,,93.4,1.6,106.2,,109.1,1.5,Lost W. Conf. 1st Rnd.,G. St. Jean (39,M. Richmond (9.3)
1994,NBA,Sacramento Kings,39,43,0.476,5,,92.3,,105.5,,106.5,,,G. St. Jean (39,M. Richmond (8.0)
1993,NBA,Sacramento Kings,28,54,0.341,6,,97.5,2.4,103.3,,109.2,2.9,,G. St. Jean (28,M. Richmond (6.4)
1992,NBA,Sacramento Kings,25,57,0.305,7,,100.8,4,106.5,,109.6,1.6,,G. St. Jean (25,W. Tisdale (4.5)
1991,NBA,Sacramento Kings,29,53,0.354,7,,99.6,3,103.9,,109.9,1.7,,D. Motta (7,M. Richmond (4.9)
1990,NBA,Sacramento Kings,25,57,0.305,7,,94.7,,102,,109.1,1.2,,D. Motta (25,A. Carr (5.4)
1989,NBA,Sacramento Kings,23,59,0.28,7,,96.7,,104.8,,110,1.9,,J. Reynolds (7,R. McCray (7.9)
1988,NBA,Sacramento Kings,27,55,0.329,6,,100.5,,104.5,,110,2.2,,J. Reynolds (27,H. Pressley (4.8)
1987,NBA,Sacramento Kings,24,58,0.293,6,,100.9,1.3,106.5,,112.1,4.1,,B. Russell (17,O. Thorpe (8.1)
1986,NBA,Sacramento Kings,29,53,0.354,5,,101.3,0.5,108.9,0.6,112.1,3.8,,P. Johnson (14,O. Thorpe (9.0)
1985,NBA,Sacramento Kings*,37,45,0.451,5,,102,,106.2,,109.2,2,Lost W. Conf. 1st Rnd.,P. Johnson (37,R. Theus (6.4)
1984,NBA,Kansas City Kings,31,51,0.378,6,,104.4,2.3,109.5,1.6,112.1,4.2,,J. McKinney (1,L. Thompson (5.3)
1983,NBA,Kansas City Kings*,38,44,0.463,4,,102.9,1.5,106.5,,108,0.4,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (38,E. Johnson (5.6)
1982,NBA,Kansas City Kings,45,37,0.549,3,1.04,106.6,3.5,106.2,1.5,104.9,0.2,,C. Fitzsimmons (45,M. Woodson (7.8)
1981,NBA,Kansas City Kings,30,52,0.366,4,,101.8,0.9,104.2,,107.2,0.3,,C. Fitzsimmons (30,M. Woodson (5.3)
1980,NBA,Kansas City Kings*,40,42,0.488,2,,101.3,,104.7,,104.7,,Lost W. Conf. Finals,C. Fitzsimmons (40,R. King (8.3)
1979,NBA,Kansas City Kings*,47,35,0.573,2,2.82,103.2,0.1,104,,101,,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (47,O. Birdsong (8.6)
1978,NBA,Kansas City Kings*,48,34,0.585,1,2.73,107.3,1.5,104.5,0.7,101.9,,Lost W. Conf. Semis,C. Fitzsimmons (48,O. Birdsong (8.8)
1977,NBA,Kansas City Kings,31,51,0.378,5,,108.2,1.5,100.5,,102.2,1.3,,P. Johnson (13,S. Wedman (7.8)
1976,NBA,Kansas City Kings,40,42,0.488,4,0.93,106.4,,100.5,1,99.6,0.1,,P. Johnson (40,R. Boone (8.1)
1975,NBA,Kansas City Kings,31,51,0.378,3,,105.7,0.2,97.4,,100.1,1.8,,P. Johnson (31,T. Archibald (8.0)
1974,NBA,Kansas City,44,38,0.537,2,,104.4,,96.8,,97.1,,Lost W. Conf. Semis,P. Johnson (44,T. Archibald (11.2)
1973,NBA,Kansas City,33,49,0.402,4,,106.1,,96,,99.5,1.8,,B. Cousy (6,S. Lacey (7.7)
1972,NBA,Kansas City,36,46,0.439,4,,107.3,,99.7,2.9,102.4,5.6,,B. Cousy (36,T. Archibald (14.2)
1971,NBA,Cincinnati Royals,30,52,0.366,3,,109.5,,98,0.1,101.6,3.7,,B. Cousy (30,T. Archibald (12.9)
1970,NBA,Cincinnati Royals,33,49,0.402,3,,118.5,3.4,97.1,,99.8,2.6,,B. Cousy (33,J. Green (9.5)
1969,NBA,Cincinnati Royals,36,46,0.439,5,,118.5,1.4,98,,100.4,1.4,,B. Cousy (36,O. Robertson (11.4)
1968,NBA,Cincinnati Royals,41,41,0.5,5,,113.6,,100.2,4.7,101.1,5.6,,E. Jucker (41,O. Robertson (12.9)
1967,NBA,Cincinnati Royals,39,43,0.476,5,,114.6,,101.1,4.3,101.8,5,,E. Jucker (39,O. Robertson (12.3)
1966,NBA,Cincinnati Royals*,39,42,0.481,3,,118.6,,98.4,2.3,98.6,2.5,Lost E. Div. Semis,J. McMahon (39,O. Robertson (17.4)
1965,NBA,Cincinnati Royals*,45,35,0.563,3,1.03,120.4,,97.5,2.6,96.5,1.6,Lost E. Div. Semis,J. McMahon (45,O. Robertson (16.9)
1964,NBA,Cincinnati Royals*,48,32,0.6,2,2.04,115.8,,98,4.4,96,2.4,Lost E. Div. Semis,J. McMahon (48,O. Robertson (17.0)
1963,NBA,Cincinnati Royals*,55,25,0.688,2,4.43,115.9,2.7,98.9,4.3,94.5,,Lost E. Div. Finals,J. McMahon (55,O. Robertson (20.6)
1962,NBA,Cincinnati Royals*,42,38,0.525,3,1.24,119,4,99.4,3.5,98.3,2.4,Lost E. Div. Finals,C. Wolf (42,O. Robertson (16.8)
1961,NBA,Cincinnati Royals*,43,37,0.538,2,1.28,124.9,3.6,98.3,4.7,96.9,3.3,Lost W. Div. Semis,C. Wolf (43,O. Robertson (15.6)
1960,NBA,Cincinnati Royals,33,46,0.418,4,,122.8,,95.6,3.5,98.4,6.3,,C. Wolf (33,O. Robertson (13.2)
1959,NBA,Cincinnati Royals,19,56,0.253,4,,121.6,,91.3,0.2,96.5,5.4,,T. Marshall (19,J. Twyman (8.3)
1958,NBA,Cincinnati Royals,19,53,0.264,4,,116.4,4.4,87.5,,95,4.8,,B. Wanzer (3,J. Twyman (7.3)
1957,NBA,Cincinnati Royals*,33,39,0.458,3,,117.3,0.3,86.5,,87.6,,Lost W. Div. Semis,B. Wanzer (33,C. Lovellette (10.1)
1956,NBA,Rochester Royals,31,41,0.431,4,,109.4,4.5,84.9,,86.9,,,B. Wanzer (31,J. Twyman (8.8)
1955,NBA,Rochester Royals,31,41,0.431,4,,111.7,8.9,85.3,,87.9,,,B. Wanzer (31,M. Stokes (6.0)
1954,NBA,Rochester Royals*,29,43,0.403,3,,99.5,1.4,90.7,0.9,92.3,2.5,Lost W. Div. Semis,L. Harrison (29,J. Coleman (6.2)
1953,NBA,Rochester Royals*,44,28,0.611,2,2.24,90.9,7.3,86.6,,84,,Lost W. Div. Finals,L. Harrison (44,B. Wanzer (9.1)
1952,NBA,Rochester Royals*,44,26,0.629,2,2.62,94.1,13.6,89.8,1.8,86.9,,Lost W. Div. Semis,L. Harrison (44,B. Wanzer (7.9)
1951,NBA,Rochester Royals*,41,25,0.621,1,2.92,92.7,6.9,91.6,4.7,88.1,1.2,Lost W. Div. Finals,L. Harrison (41,B. Wanzer (11.4)
1950,NBA,Rochester Royals*,41,27,0.603,2,2.54,92.3,6.8,89.3,4.2,86.2,1.1,Won Finals,L. Harrison (41,A. Risen (9.3)
1949,NBA,Rochester Royals*,51,17,0.75,2,7.72,,,,,,,Lost Central Div. Semis,L. Harrison (51,B. Wanzer (10.5)
1948,BAA,Rochester Royals*,45,15,0.75,1,6.12,,,,,,,Lost W. Div. Finals,L. Harrison (45,A. Risen (10.6)
2017,NBA,Los Angeles Lakers,11,23,0.324,5,,101.7,4.6,103.3,,107,,,L. Walton (11,K. Kuzma (2.4)
2016,NBA,Los Angeles Lakers,26,56,0.317,4,,98.5,2.1,106,,113,4.2,,L. Walton (26,L. Williams (4.9)
2015,NBA,Los Angeles Lakers,17,65,0.207,5,,95.6,,101.6,,111.6,5.2,,B. Scott (17,L. Williams (4.7)
2014,NBA,Los Angeles Lakers,21,61,0.256,5,,94,0.1,103.4,,110.6,5,,B. Scott (21,E. Davis (6.3)
2013,NBA,Los Angeles Lakers,27,55,0.329,5,,98.7,4.8,104.2,,110.6,3.9,,M. D'Antoni (27,J. Meeks (4.5)
2012,NBA,Los Angeles Lakers*,45,37,0.549,3,1.48,94.4,2.4,107.8,1.9,106.6,0.7,Lost W. Conf. 1st Rnd.,M. Brown (1,K. Bryant (10.9)
2011,NBA,Los Angeles Lakers*,41,25,0.621,1,1.96,90.5,,106,1.4,104.4,,Lost W. Conf. Semis,M. Brown (41,P. Gasol (8.3)
2010,NBA,Los Angeles Lakers*,57,25,0.695,1,6.01,90.7,,111,3.7,104.3,,Lost W. Conf. Semis,P. Jackson (57,P. Gasol (14.7)
2009,NBA,Los Angeles Lakers*,57,25,0.695,1,4.78,92.8,0.1,108.8,1.2,103.7,,Won Finals,P. Jackson (57,P. Gasol (11.0)
2008,NBA,Los Angeles Lakers*,65,17,0.793,1,7.11,94.3,2.6,112.8,4.5,104.7,,Won Finals,P. Jackson (65,P. Gasol (13.9)
2007,NBA,Los Angeles Lakers*,57,25,0.695,1,7.34,95.6,3.2,113,5.5,105.5,,Lost Finals,P. Jackson (57,K. Bryant (13.8)
2006,NBA,Los Angeles Lakers*,42,40,0.512,2,0.24,93.5,1.6,108.6,2.1,108.6,2.1,Lost W. Conf. 1st Rnd.,P. Jackson (42,K. Bryant (13.0)
2005,NBA,Los Angeles Lakers*,45,37,0.549,3,2.53,90.9,0.4,108.4,2.2,105.7,,Lost W. Conf. 1st Rnd.,P. Jackson (45,K. Bryant (15.3)
2004,NBA,Los Angeles Lakers,34,48,0.415,4,,90.8,,108.1,2,111.4,5.3,,R. Tomjanovich (24,K. Bryant (8.1)
2003,NBA,Los Angeles Lakers*,56,26,0.683,1,4.35,92.3,2.2,105.5,2.6,101.3,,Lost Finals,P. Jackson (56,K. Bryant (10.7)
2002,NBA,Los Angeles Lakers*,50,32,0.61,2,2.71,92.5,1.5,107.2,3.6,104.7,1.1,Lost W. Conf. Semis,P. Jackson (50,K. Bryant (14.9)
2001,NBA,Los Angeles Lakers*,58,24,0.707,2,7.15,92.1,1.4,109.4,4.9,101.7,,Won Finals,P. Jackson (58,S. O'Neal (13.2)
2000,NBA,Los Angeles Lakers*,56,26,0.683,1,3.74,91.7,0.4,108.4,5.4,104.8,1.8,Won Finals,P. Jackson (56,S. O'Neal (14.9)
1999,NBA,Los Angeles Lakers*,67,15,0.817,1,8.41,93.3,0.2,107.3,3.2,98.2,,Won Finals,P. Jackson (67,S. O'Neal (18.6)
1998,NBA,Los Angeles Lakers*,31,19,0.62,2,2.68,91.6,2.7,107.6,5.4,104.3,2.1,Lost W. Conf. Semis,D. Harris (6,S. O'Neal (9.0)
1997,NBA,Los Angeles Lakers*,61,21,0.744,2,6.88,93.6,3.3,111.9,6.9,103.7,,Lost W. Conf. Finals,D. Harris (61,S. O'Neal (10.2)
1996,NBA,Los Angeles Lakers*,56,26,0.683,2,3.66,91.1,1,108.3,1.6,103.7,,Lost W. Conf. Semis,D. Harris (56,E. Jones (9.6)
1995,NBA,Los Angeles Lakers*,53,29,0.646,2,4.21,92.4,0.6,111.4,3.8,106.6,,Lost W. Conf. 1st Rnd.,D. Harris (53,C. Ceballos (9.8)
1994,NBA,Los Angeles Lakers*,48,34,0.585,3,,95.2,2.3,109.1,0.8,109.4,1.1,Lost W. Conf. Semis,D. Harris (48,V. Divac (9.5)
1993,NBA,Los Angeles Lakers,33,49,0.402,5,,95.5,0.4,104.8,,109.3,3,,R. Pfund (27,V. Divac (7.4)
1992,NBA,Los Angeles Lakers*,39,43,0.476,5,,96.2,,107.6,,108.9,0.9,Lost W. Conf. 1st Rnd.,R. Pfund (39,A. Green (8.6)
1991,NBA,Los Angeles Lakers*,43,39,0.524,6,,92.5,,107.7,,108.9,0.7,Lost W. Conf. 1st Rnd.,M. Dunleavy (43,A. Green (8.8)
1990,NBA,Los Angeles Lakers*,58,24,0.707,2,6.73,94.1,,112.1,4.2,105,,Lost Finals,M. Dunleavy (58,M. Johnson (15.4)
1989,NBA,Los Angeles Lakers*,63,19,0.768,1,6.74,96.3,,114,5.9,107,,Lost W. Conf. Semis,P. Riley (63,M. Johnson (16.5)
1988,NBA,Los Angeles Lakers*,57,25,0.695,1,6.38,100.1,,113.8,6,106.7,,Lost Finals,P. Riley (57,M. Johnson (16.1)
1987,NBA,Los Angeles Lakers*,62,20,0.756,1,4.81,99.1,,113.1,5.1,107.3,,Won Finals,P. Riley (62,M. Johnson (10.9)
1986,NBA,Los Angeles Lakers*,65,17,0.793,1,8.32,101.6,0.8,115.6,7.3,106.5,,Won Finals,P. Riley (65,M. Johnson (15.9)
1985,NBA,Los Angeles Lakers*,62,20,0.756,1,6.84,102.7,0.6,113.3,6.1,105.8,,Lost W. Conf. Finals,P. Riley (62,M. Johnson (12.1)
1984,NBA,Los Angeles Lakers*,62,20,0.756,1,6.48,103.2,1.1,114.1,6.2,107,,Won Finals,P. Riley (62,M. Johnson (12.7)
1983,NBA,Los Angeles Lakers*,54,28,0.659,1,3.32,103.7,2.3,110.9,3.3,107.3,,Lost Finals,P. Riley (54,M. Johnson (10.2)
1982,NBA,Los Angeles Lakers*,58,24,0.707,1,5.06,103.8,0.7,110.5,5.8,105.2,0.5,Lost Finals,P. Riley (58,M. Johnson (12.5)
1981,NBA,Los Angeles Lakers*,57,25,0.695,1,4.37,103.1,2.2,110.2,3.3,105.5,,Won Finals,P. Westhead (7,M. Johnson (12.9)
1980,NBA,Los Angeles Lakers*,54,28,0.659,2,3.27,102.7,0.9,107.6,2.1,103.9,,Lost W. Conf. 1st Rnd.,P. Westhead (54,K. Abdul
1979,NBA,Los Angeles Lakers*,60,22,0.732,1,5.4,104.1,1,109.5,4.2,103.9,,Won Finals,J. McKinney (10,K. Abdul
1978,NBA,Los Angeles Lakers*,47,35,0.573,3,2.95,105.9,0.1,106.1,2.3,103.2,,Lost W. Conf. Semis,J. West (47,K. Abdul
1977,NBA,Los Angeles Lakers*,45,37,0.549,4,2.59,106.1,,103.3,2.4,100.8,,Lost W. Conf. 1st Rnd.,J. West (45,K. Abdul
1976,NBA,Los Angeles Lakers*,53,29,0.646,1,2.64,104.7,,101.4,1.9,98.9,,Lost W. Conf. Finals,J. West (53,K. Abdul
1975,NBA,Los Angeles Lakers,40,42,0.488,4,0.18,108,2.5,98.9,0.6,98.8,0.5,,B. Sharman (40,K. Abdul
1974,NBA,Los Angeles Lakers,30,52,0.366,5,,106.4,1.9,96.1,,99.9,2.2,,B. Sharman (30,H. Hairston (7.0)
1973,NBA,Los Angeles Lakers*,47,35,0.573,1,0.85,111.7,3.9,97.4,,96.6,,Lost W. Conf. Semis,B. Sharman (47,H. Hairston (9.3)
1972,NBA,Los Angeles Lakers*,60,22,0.732,1,8.16,112,1.3,99.4,2.6,91.8,,Lost Finals,B. Sharman (60,W. Chamberlain (18.2)
1971,NBA,Los Angeles Lakers*,69,13,0.841,1,11.65,116.9,4.9,103.1,5.2,92.6,,Won Finals,B. Sharman (69,W. Chamberlain (15.8)
1970,NBA,Los Angeles Lakers*,48,34,0.585,1,3.27,115.7,0.6,98.8,1.6,96.1,,Lost W. Conf. Finals,J. Mullaney (48,J. West (12.8)
1969,NBA,Los Angeles Lakers*,46,36,0.561,2,1.76,113.9,,99.1,0.1,97.4,,Lost Finals,J. Mullaney (46,J. West (15.2)
1968,NBA,Los Angeles Lakers*,55,27,0.671,1,3.84,112.6,,98.5,3,94.9,,Lost Finals,B. Van Breda Kolff (55,W. Chamberlain (14.7)
1967,NBA,Los Angeles Lakers*,52,30,0.634,2,4.99,118.1,,101.7,4.9,97,0.2,Lost Finals,B. Van Breda Kolff (52,J. West (9.6)
